BOOKING CODE;TICKET NUMBER;PASSENGER TYPE;TRIP DATE;TRAIN CODE;STAMFFORM CODE;CLASS;SEAT;ROUTE
GA18554434;9206030;Full price ticket;04/09/2026;G1043;05;Premium Economy Class;009B;Karawang—Padalarang
GA61093855;9205979;Full price ticket;04/09/2026;G1043;05;Premium Economy Class;009F;Karawang—Tegalluar
GA93820551;9010961;Full price ticket;04/09/2026;G1043;05;Premium Economy Class;010F;Karawang—Tegalluar
GA35861537;9047615;Full price ticket;04/09/2026;G1043;05;Premium Economy Class;011A;Karawang—Tegalluar
GA35861537;9047616;Full price ticket;04/09/2026;G1043;05;Premium Economy Class;011B;Karawang—Tegalluar
GA51935615;9205842;Full price ticket;04/09/2026;G1043;05;Premium Economy Class;011F;Karawang—Tegalluar
GA19557430;9206060;Full price ticket;04/09/2026;G1043;05;Premium Economy Class;012F;Karawang—Tegalluar
GA35931539;9546238;Full price ticket;04/09/2026;G1043;05;Premium Economy Class;005D;Padalarang—Tegalluar
GA35931539;9546239;Full price ticket;04/09/2026;G1043;05;Premium Economy Class;005F;Padalarang—Tegalluar
GA19428334;9239398;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;005F;Halim—Karawang
GA45230170;9231999;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;001A;Halim—Padalarang
GA31530945;9231945;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;001D;Halim—Padalarang
GA91853155;9411689;Gold Silver;04/09/2026;G1043;06;Premium Economy Class;002A;Halim—Padalarang
GA05377315;9239402;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;002B;Halim—Padalarang
GA05377315;9239401;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;002C;Halim—Padalarang
GA09155583;9231968;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;002F;Halim—Padalarang
GA31522935;9232028;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;003A;Halim—Padalarang
GA13530248;9222229;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;003F;Halim—Padalarang
GA17541736;9226592;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;004A;Halim—Padalarang
GA81593155;9231905;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;004F;Halim—Padalarang
GA73509521;9232059;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;006C;Halim—Padalarang
GA91613755;9232001;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;006D;Halim—Padalarang
GA31512945;9232025;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;006F;Halim—Padalarang
GA73519511;9232003;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;007A;Halim—Padalarang
GA51435296;9232264;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;007D;Halim—Padalarang
GA19552831;9232018;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;007F;Halim—Padalarang
GA16649553;9232135;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;008A;Halim—Padalarang
GA33569501;9231949;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;009A;Halim—Padalarang
GA33569501;9231950;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;009B;Halim—Padalarang
GA35171597;9232005;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;010D;Halim—Padalarang
GA35171597;9232006;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;010F;Halim—Padalarang
GA96585135;9231805;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;011D;Halim—Padalarang
GA96585135;9231806;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;011F;Halim—Padalarang
GA19550734;9232125;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;012A;Halim—Padalarang
GA91273555;9093349;Gold Silver;04/09/2026;G1043;06;Premium Economy Class;012C;Halim—Padalarang
GA55373215;9339315;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;012F;Halim—Padalarang
GA31521945;9231991;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;014A;Halim—Padalarang
GA93541551;9232035;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;015A;Halim—Padalarang
GA12788553;9231894;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;015F;Halim—Padalarang
GA59155533;9232161;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;016A;Halim—Padalarang
GA35341598;9232115;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;016D;Halim—Padalarang
GA35341598;9232116;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;016F;Halim—Padalarang
GA57881835;9231960;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;017A;Halim—Padalarang
GA57881835;9231961;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;017C;Halim—Padalarang
GA73529501;9231981;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;017F;Halim—Padalarang
GA33547123;9226421;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;018D;Halim—Padalarang
GA63508361;9222368;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;018F;Halim—Padalarang
GA19551436;9232202;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;001F;Halim—Tegalluar
GA51235496;9012209;Gold Silver;04/09/2026;G1043;06;Premium Economy Class;006A;Halim—Tegalluar
GA18553732;9231631;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;008F;Halim—Tegalluar
GA95110350;9231972;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;009F;Halim—Tegalluar
GA45891953;9232146;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;010A;Halim—Tegalluar
GA91943155;9232107;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;010C;Halim—Tegalluar
GA19315053;9232062;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;011A;Halim—Tegalluar
GA35441597;9093340;Gold Silver;04/09/2026;G1043;06;Premium Economy Class;013A;Halim—Tegalluar
GA93271551;9231992;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;013F;Halim—Tegalluar
GA18449553;9232123;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;014F;Halim—Tegalluar
GA19534237;9205566;Full price ticket;04/09/2026;G1043;06;Premium Economy Class;005A;Karawang—Tegalluar
GA93509501;9047617;Gold Silver;04/09/2026;G1043;06;Premium Economy Class;005F;Karawang—Tegalluar
GA51538595;9231775;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;002F;Halim—Karawang
GA51539486;9232160;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;001F;Halim—Padalarang
GA53149151;9232098;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;004F;Halim—Padalarang
GA51935192;9232022;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;005A;Halim—Padalarang
GA51935192;9232023;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;005B;Halim—Padalarang
GA51935192;9232024;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;005C;Halim—Padalarang
GA68517385;9231879;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;005F;Halim—Padalarang
GA68685135;9052799;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;006A;Halim—Padalarang
GA68685135;9052800;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;006B;Halim—Padalarang
GA68685135;9052801;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;006C;Halim—Padalarang
GA68685135;9052802;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;006D;Halim—Padalarang
GA68685135;9052803;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;006F;Halim—Padalarang
GA51538919;9052804;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;007D;Halim—Padalarang
GA51538919;9052805;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;007F;Halim—Padalarang
GA51539459;9232122;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;008D;Halim—Padalarang
GA93604551;9232134;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;008F;Halim—Padalarang
GA35323915;9049706;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;009D;Halim—Padalarang
GA35323915;9049707;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;009F;Halim—Padalarang
GA21583855;9239400;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;010F;Halim—Padalarang
GA25324915;9093339;Gold Silver;04/09/2026;G1043;07;Premium Economy Class;011A;Halim—Padalarang
GA91153855;9044891;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;012A;Halim—Padalarang
GA91153855;9044892;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;012B;Halim—Padalarang
GA91153855;9044893;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;012C;Halim—Padalarang
GA91153855;9044894;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;012D;Halim—Padalarang
GA91153855;9044895;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;012F;Halim—Padalarang
GA39115593;9052817;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;013F;Halim—Padalarang
GA53059151;9232149;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;014F;Halim—Padalarang
GA51539576;9232176;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;015A;Halim—Padalarang
GA51539576;9232177;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;015B;Halim—Padalarang
GA23559103;9232037;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;015F;Halim—Padalarang
GA51635294;9232114;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;016F;Halim—Padalarang
GA31523925;9232077;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;018F;Halim—Padalarang
GA18555631;9231578;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;001A;Halim—Tegalluar
GA91903555;9231947;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;002A;Halim—Tegalluar
GA91903555;9231948;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;003A;Halim—Tegalluar
GA17369553;9239403;Gold Silver;04/09/2026;G1043;07;Premium Economy Class;004A;Halim—Tegalluar
GA31541925;9232074;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;007A;Halim—Tegalluar
GA59519365;9061948;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;008A;Halim—Tegalluar
GA19593453;9339316;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;009A;Halim—Tegalluar
GA96190533;9231443;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;011F;Halim—Tegalluar
GA19553137;9093347;Gold Silver;04/09/2026;G1043;07;Premium Economy Class;014A;Halim—Tegalluar
GA55891935;9232191;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;014C;Halim—Tegalluar
GA51539693;9093346;Gold Silver;04/09/2026;G1043;07;Premium Economy Class;016A;Halim—Tegalluar
GA83555411;9231733;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;017A;Halim—Tegalluar
GA51835193;9232075;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;017F;Halim—Tegalluar
GA93172551;9232026;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;018A;Halim—Tegalluar
GA93172551;9232027;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;018C;Halim—Tegalluar
GA12215853;9205863;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;003F;Karawang—Padalarang
GA51539549;9206073;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;010A;Karawang—Padalarang
GA18551239;9206056;Full price ticket;04/09/2026;G1043;07;Premium Economy Class;013A;Karawang—Padalarang
GA71593546;9232140;Full price ticket;04/09/2026;G1043;08;First Class;001A;Halim—Padalarang
GA71593546;9232141;Full price ticket;04/09/2026;G1043;08;First Class;001C;Halim—Padalarang
GA71593546;9232142;Full price ticket;04/09/2026;G1043;08;First Class;002A;Halim—Padalarang
GA71593546;9232143;Full price ticket;04/09/2026;G1043;08;First Class;002C;Halim—Padalarang
GA71593546;9232144;Full price ticket;04/09/2026;G1043;08;First Class;003A;Halim—Padalarang
GA53009651;9231951;Full price ticket;04/09/2026;G1043;08;Premium Economy Class;005F;Halim—Padalarang
GA51234596;9239399;Full price ticket;04/09/2026;G1043;08;Premium Economy Class;007F;Halim—Padalarang
GA93316551;9232199;Full price ticket;04/09/2026;G1043;08;Premium Economy Class;009F;Halim—Tegalluar
